0x7E3474DFB1f9510Ed314d11aFa6c6F395B2DED61,"468,750"
0xB6289107a186f9724F04fd8d6d848aDD3C82C7dA,"375,000"
0xbE8FF5C9d74aFd3F08886256f0B1E9BA18Bf83b9,"312,500"
0x3beaec38ee662b0de92fcb0cfdb31c2eb1b8d164,"78,125"
0xeF7cFd3A5a1a9ddD3F4582f14B9A98B3e86eDED1,"312,500"
0xA6C0C5ABDB734839da6450b90c1C43E5C2AB0a3C,"312,500"
0x13c8817D021BE946D81F46e2289E01a26d3e542a,"234,375"
0xC7859967DcB964E6F06feCE32d42357Ab98b1F51,"312,500"
0x82d181e9491cf1ffc606769d30a153bcb626f17a,"234,375"
0x33763Fd4A2257A24864c3B268bf8D298be24a936,"156,250"
0xa47DcC13f7Fd80eCF5F65d8fBeaeb5788CE9496B,"187,500"
0x09b2Dd967305ce5A7209243Ae865193401A985e7,"312,500"
0x16a909303aa289c126e5fe821de739904f0bbad4,"375,000"
0x1ad60130A2528C6f73A8C6e50758532949627DFD,"125,000"
0x6FF0e98Da12A0a89B62A0f22e7c103Db46191be1,"109,375"
0x93CBC172D4b35e65530E2E9b0f5C6c154e0731AF,"156,250"
0x5400C4cc62Bf8a134931dC553e74199e0ECCC992,"125,000"
0x0512637aAa7Ab5aAD63f39c0314900850d12A38d,"437,500"
0x9f1b34d80570391EE39DF33FDBCfb877d60f24ED,"156,250"
0xb1250c02815368079a725F8b4971729A91e07c1F,"625,000"
0x8888888888E9997E64793849389a8Faf5E8e547C,"156,250"
0x119d060D7Cc80cBC753F13C2f581f3421Cd94aA7,"312,500"
0x8E17150Cf9387e205941dE811738d01059e61a07,"156,250"
0xa35B0FEEd14C7F92caa0eC0322Aa130FF3544fc6,"31,250"
0x3dD08Bf9577585F1dEb9E8327A664769Ba97a2f9,"62,500"
0x7896bb6294834e5d24e2f3a8e0cc015c992b945c,"78,125"
0x2ABafE52771C23B7ed370b732cAe64947BdB0E93,"78,125"
0x755E4F986436E2a5e5A47854aa2A1B36d270AC3F,"78,125"
0x23fe01Fe5596E29022428d4F14A012bEA9351792,"25,000"
0xc7e4b724825F6D689347b7391d86b75E4dAC1557,"31,250"
0xB23aD8bd4b9D380dD14Dd1bc2DbFEBF47880117e,"6,250"
0xad5338523C792Fe38c69881BB1c69Abd9D469ea3,"6,250"
0x0eD245335aC585E33D23e43Ea09626f331a5e81E,"15,625"
0x81B0F1ac14F7e6C3ca483bCCD35f957d6f5d2001,"3,125"
0x5DFd44717d52347B2D0A0314E99221b706aE6c84,"6,250"
0xa6fB1535E744AC972D56601Bf0fAf732364D583E,"15,625"
0x6d2d6226e404449dc93CAB76c4b2734c3e7F302B,"15,625"
0x700E9B11Af776fa1DA44A03777fD7C41E3109C34,"15,625"
0x863308f388B130BaDe7ADca25f67E9Ec94dec5F1,"15,625"
0xedbc44ecbf40f42be89985020597af053cabb728,"31,406"
0x07D99a81d5b5d4BAa4BE75012B74869f22b66954,"31,250"
0xCA63CD425d0e78fFE05a84c330Bfee691242113d,"31,250"
0x4d883824258f7253101f266a23207DCb2Dd45768,"104,169"
0x2165Ffc3b1c7eE4A618ecDf3D025625f30112E4E,"20,831"
0x11EfF19DC599ee676b6D65bae0A60479a87e889A,"31,250"
0xA3374bddF3d2381B1bF2bd77e2020FFF2002df1E,"31,250"
0x52E7bdE89Fcbd1e1C656Db1C08DdE45D82447e25,"25,000"
0x8917687B3896B719e30C100879b7ec2Ed5D0EB16,"9,375"
0x50d3088F94E1f074e4ADaa4a69FbA3fCC528e731,"21,875"
0x50C7295c719330468E669d2137829559037780Fb,"15,625"
0x85B2b25BCb79A4945c1d7ad5e773f4af5b7167c3,"12,500"
0x38f2944e482a050942e5fb1652af4690017cd141,"25,000"
0xa787A56c43847A3B5a0110d0B5E004E47F57B22e,"25,000"
0xa69303D076dFb54d50589C4D018205a409Aa4293,"25,000"
0xD2Ef10da66727627C68bEd148e881C923C1baA77,"18,750"
0x41E3FE77DE1EcA115902eB058b1FB57395358d62,"62,500"
0x91dca388a5080f6b6aff0b4822a2cb5cfe56e18b,"31,250"
0x6e4116462a0abE7A5e75dD66e44A1cBB6b2006F1,"15,625"
0xc44661e7271B38c403cFc7F6C87200869798f39C,"31,250"
0xCE2c3E9e17d365ADd29bA90ac87C2e79b3e97f0e,"15,625"
0x602F96BaE77348935A63f8609359465F2c6A3760,"15,625"
0x9C6d4c10df976205DE101f8039184B2a8191f0a7,"21,875"
0xA040E70e576B239aa699c4d5f42Ae431611Ce6C7,"25,000"
0xa1d0B3B360595A82dbAAC1667535579bC568F8DD,"25,000"
0x9c2D043aAd476515da882DaA28e70C0dc7A63d67,"25,000"
0x62A4eDfb22C6FB660555a57DDD9Ef153e81FB9A8,"9,375"
0x639739C3a6B3eF2A7e2b7C8d31F97b81f7CF26C6,"21,875"
0xcb25aE086383EF2BB05228fdc9Eaa2a168144afe,"12,500"
0x0Ed67dAaacf97acF041cc65f04A632a8811347fF,"31,250"
0x11EfF19DC599ee676b6D65bae0A60479a87e889A,"9,375"
0x7F25B76932ca2AD171f4adDB5eB190c47C11fc43,"25,000"
0x5f6556aee842E89bb194493ed95348FEBE073FD4,"25,000"
0x53A2f447C61152917493679F8105811198648d81,"25,000"
0x95c745807A5A7BE209a3F394eEc9A1Ccda4251F4,"25,000"
0x2D69BAB9738b05048be16DE3E5E0A945b8EeEf3a,"25,000"
0xE7521950426479d525381940604D27aeC12FE97a,"25,000"
0x50899582199c06d5264edDCD12879E5210783Ba8,"25,000"
0x254e4C3a67C2367C91B42E91b465764a0d8ABcbc,"9,375"
0xbd8B2720E88028671B7c09B4998015E82967CA3a,"18,750"
0x18f6487519ccb9D7b6d024D5741057c3EcfA4532,"9,375"
0x54D07CFa91F05Fe3B45d8810feF05705117AFe53,"25,000"
0xED5847639328EDd38E7CE934442FF4eE8e714f7C,"15,625"
0x70031213C95DeECfa44a6C438BcA25134A292eef,"31,250"
0xbC627254fa9e73117cb70E1D4Eed610Ba0a9DE0D,"14,063"
0x9B590df06a4bE7aa7cD1A0CdE72FA6c49abD6720,"6,250"
0xFcCD85f42AC29344DfE72469bfcC69D9C024BD1c,"62,500"
0x6003d144c99cc18125571d04853f455ea4e794eb,"3,125"
0xd551234ae421e3bcba99a0da6d736074f22192ff,"15,625"
0xe92D80a90bc050A12F1c6fBE0e50e1B5A874B595,"9,375"
0x73865aB70431b874619AB8Fe36bb2c292A643B2f,"12,500"
0x93511aCC70f19D125Ca158910CB983D1a8C2F74d,"21,875"
0x0d4eD61d464084F126bf93b4Cd868a7F177Fe901,"31,250"
0xc9A89D9C2a39A6eB1ac221d5375b5DdC8CbB21F7,"37,500"
0xC199f30251e9cef67C6B89a695E99C66F996DEA0,"28,125"
0xaC6dE9f16c7b9B44C4e5C9073C3a10fA45aB4d5a,"25,000"
0x468cB54a3821d8b0129C42Ea6ADf12748d97fD98,"31,250"
0x93b036AB3307d83383840c27460f8b2af693c59d,"31,250"
0x8599Ce245025C4FFaEa39a0C03845E240F8734e4,"31,250"
0x564f2F19577D3DC1F4aDA8a6d35aCeed740c8Ecc,"93,750"
0xa8059754bC0337408B376851f4EE7A3CA9BE3ffD,"93,750"
0x6B612345b032217E9A77f4Be24393dbECDd8E5Fe,"93,750"
0x7bf121BD1846c4892E0d7274088Af78457E5dd57,"62,500"
0x9fb358896C9B2f872be9006E80bBAa810b8E142d,"21,875"
0xF93C2a6C8d3cc607D3EB40a93da2A4920C13A7F7,"93,750"
0x35a214b13c9E223B8D511f343aC8Fa94293233a1,"31,250"
0x0C9111be827A69Ce763DfdE26B8ccb456676ac10,"3,125"
0x75C81aAC5acA51e72c5443880C133F3eca7Aae1B,"15,625"
0x66Ee5c0Fe19020c0215780C8D51671753e5db02b,"9,375"
0x72fb4b54aDA7e8168e379183155BeFde589e786e,"93,750"
0xC7859967DcB964E6F06feCE32d42357Ab98b1F51,"312,500"
0x6FF0e98Da12A0a89B62A0f22e7c103Db46191be1,"156,250"
0x8888888888E9997E64793849389a8Faf5E8e547C,"156,250"
